Easting,Northing,n,n_serious,locations
521225.0009,299374.9999,1,0,VICARAGE FARM RD JUNCTION THE MANOR GROVE CENTRE PBORO
521225.0009,303324.9999,1,1,A16 1200M N OF A47
521275.0009,273774.9999,1,1,A14 EASTBOUND 1200M WEST OF SPITTALS RDABT THE STUKELEYS
521275.0009,296624.9999,1,0,CONEYGREE RD OS 195 JNCT ELLWOODS AVE PETERBOROUGH
521275.0009,298924.9999,1,0,NEWARK RD 300M SOUTH OF PADHOLME RD EAST PETERBOROUGH
521275.0009,298974.9999,1,0,NEWARK RD 300M SOUTH OF PADHOLME RD EAST PETERBOROUGH
521275.0009,300524.9999,1,1,C64 OXNEY ROAD PETERBOROUGH NO GRID REF OR DIR GIVEN
521375.0009,264924.9999,1,0,B1043 PAXTON RD OFFORD DARCY
521375.0009,270124.9999,1,0,OUTSIDE 1A RIVER LANE BRAMPTON
521375.0009,270274.9999,1,0,C340 BUCKDEN RD JCT SAINT GEORGES CLOSE DIR OF TRAVEL UK
521375.0009,271874.9999,1,0,A14 2000M EAST OF A1 BRAMPTON HUT HUNTINGDON
521375.0009,294574.9999,1,0,C87 KINGS DELPH RD FARCET  EXACT LOC NOT KNOWN NO GRID REF
521375.0009,296174.9999,1,0,HORSEY WAY SERVICES WHITTLESEY ROAD B1092 NEAR JN WITH CONEY
521375.0009,301324.9999,1,0,FRANK PERKINS PARKWAY A1139 SLIP ROAD JUNCTION SOUTH OF EYE
521425.0009,270624.9999,1,0,B1514 CHURCH ROAD JNCT BUCKDEN RD AND HIGH ST BRAMPTON
521425.0009,273574.9999,1,0,A14 EBC ALCONBURY 1000M WEST OF A14 EBC SPITTALS
521425.0009,280074.9999,1,0,B1090
521425.0009,296174.9999,1,0,WHITTLESEY RD 5M CONEYGREE RD PETERBOROUGH
521425.0009,299224.9999,1,0,NEWARK ROAD AT LEFT HAND BEND BEFORE ROUNDABOUT WITH PADHOLM
521425.0009,300374.9999,1,0,NEWARK ROAD EXACT LOCATION NOT KNOWN NO GRID REF PROVIDED
521425.0009,300524.9999,1,1,OXNEY ROAD UNSPECIFIED ROAD OR LOCATION NEWARK ROAD
521425.0009,301874.9999,1,0,A1139 EYE RD 250M EAST OF A1139 JUNCTION 8 PETERBOROUGH
521475.0009,270724.9999,1,0,CHURCH ROAD 250 METRES SOUTH OF JUNCTION WITH THRAPSTON ROAD
521475.0009,299324.9999,1,0,NEWARK RD 150M N OF PADHOLME RD EAST PETERBOROUGH
521475.0009,303574.9999,1,1,A16 BY PASS 500M NORTH IRON BRIDGE PETERBOROUGH
521525.0009,260024.9999,1,1,A428 ST NEOTS EXACT LOCATION UNKNOWN
521525.0009,271974.9999,1,0,A14 WESTBOUND CWAY J23 TO J22 HUNTINGDON
521525.0009,299024.9999,1,0,STOREYS BAR RD JUNCTION PADHOLME RD EAST PETERBOROUGH
521525.0009,299474.9999,1,0,NEWARK RD JUNCTION ENTERPRISE HIRE COMPANY
521575.0009,270974.9999,1,0,B1514 HUNTINGDON RD JUNCTION CHURCH RD
521575.0009,273374.9999,1,0,EAST BOUND A14  WEST OF JUNCTION WITH SPITTALS JUNCTION 23 I
521575.0009,296624.9999,1,1,RAMSEY WAY JUNCTION ELLWOOD AVENUE STANGROUND
521575.0009,299024.9999,1,0,C65 FENGATE JUNCTION STOREYS BAR ROAD PETERBOROUGH
521575.0009,300974.9999,1,0,SALTERSGATE 40M EAST OF WHITACRE PETERBOROUGH
521575.0009,301574.9999,1,0,A15 PARNWELL WAY 200M EAST OF A1139 PETERBOROUGH
521575.0009,302024.9999,1,1,EYE ROAD A1139
521575.0009,306074.9999,1,0,B1443 THORNEY RD PETERBOROUGH  NEAR WHITE POST ROAD
521625.0009,251824.9999,1,1,DROVE RD 200M NORTH OF HEATH RD GAMLINGAY
521625.0009,260024.9999,1,0,CAMBRIDGE ROAD A428 700 METRES EAST OF JUNCTION WITH CAMBRID
521625.0009,272074.9999,1,0,A14 EASTBOUND 900M WEST OF JNCT 23 SPITTALS INTERCHANGE
521625.0009,279824.9999,1,1,B1090 300M NORTH OF LINDEN HOUSE WOODWALTON
521625.0009,299174.9999,1,0,STOREYS BAR RD NR POWER STATION PETERBOROUGH
521625.0009,299524.9999,1,0,NEWARK RD JUNCTION VICARAGE FARM RD PETERBOROUGH   NO DIRECT
521625.0009,300424.9999,1,0,OUTSIDE NUMBER 158 MEADENVALE
521625.0009,300674.9999,1,0,OXNEY RD 10M SOUTH OF PARNWELL WAY PETERBOROUGH
521675.0009,273324.9999,1,0,HALF A MILE BEFORE EXIT SLIP SPITTALS A14
521675.0009,301024.9999,1,0,"53 SALTERS  GATE, PETERBOROUGH"
521725.0009,296224.9999,1,0,PORTCHESTER CLOSE AT JUNCTION WITH PARK FARM ROAD
521725.0009,296624.9999,1,0,KEDLESTON RD STANGROUND OS NO 24 PETERBOROUGH
521725.0009,299374.9999,1,0,C65 STOREYS BAR RD OUTSIDE VW SHOWROOM PETERBOROUGH
521725.0009,301324.9999,1,0,ST MICHAELS GATE OS NO 56 PETERBOROUGH
521725.0009,302624.9999,1,0,A1139 EYE RDABOUT JUNCTION A47 EYE
521775.0009,257174.9999,1,0,ST NEOTS ROAD B1046
521775.0009,272424.9999,1,0,A14 500M WEST OF SPITTALS LINK ROUNDABOUT HUNTINGDON
521775.0009,273224.9999,1,0,A14 450M NORTH OF JUNCTION 23 SPITTALS INTERCHANGE HUNTINGDO
521775.0009,274824.9999,1,0,ERMINE STREET AT JN WITH CHURCH ROAD
521775.0009,279474.9999,1,0,STATION ROAD B1090
521775.0009,300324.9999,1,0,EDGERLEY PRAIN ROAD 50M NORTH OF PALMERS ROAD
521775.0009,300374.9999,1,0,EDGERLEY DRAIN RD FENGATE PETERBOROUGH  AT NO 4
521775.0009,300574.9999,1,0,OXNEY RD JUNCTION EDGERLEY DRAIN RD PETERBOROUGH
521775.0009,300924.9999,1,0,STAPLEE RD 20M PARNWELL WAY PETERBOROUGH
521775.0009,300974.9999,1,0,PARNWELL WAY JUNCTION STAPLEE WAY PETERBOROUGH
521775.0009,306024.9999,1,0,THORNEY ROAD B1443 WHITEPOST ROAD
521825.0009,265874.9999,1,0,B1043 HIGH ST 30M SOUTH OF ORCHARD WAY ST NEOTS
521825.0009,272174.9999,1,0,WOODLANDS JUNCTION THE SHRUBBERY HUNTINGDON
521825.0009,272474.9999,1,0,A14 EBC  500M WEST JNCT 23
521825.0009,273174.9999,1,1,A14 SBC 100M PRIOR TO JUNCTION 23 HUNTINGDON
521825.0009,296074.9999,1,0,WHITTLESEY ROAD A605
521825.0009,301174.9999,1,1,PARNWELL WAY NR TO TESCO DISTRIBUTION CENTRE
521825.0009,302474.9999,1,0,PETERBOROUGH RD PETERBOROUGH AT ENTRANCE TO FIELD
521825.0009,302574.9999,1,0,A1139 EYE VILLAGE 100M EAST OF A47 MAIN RDABT PETERBOROUGH
521875.0009,259924.9999,1,1,A428  NEAR LAYBY PLOTTED AT GRID REF PROVIDED
521875.0009,296174.9999,1,0,FRAMLINGHAM RD OUTSIDE NO 20 PETERBOROUGH
521925.0009,259924.9999,1,1,A428 CAMBRIDGE RD OUTSIDE WINTRINGHAM HALL ST NEOTS
521925.0009,266374.9999,1,0,HIGH STREET B1043 GRAVELEY ROAD NR PADDOCKS
521925.0009,266474.9999,1,0,OUTSIDE HOUSE NUMBER 75 HIGH STREET B1043
521925.0009,267124.9999,1,0,STATION LANE JUNCTION B1043 OFFORD CLUNY ST NEOTS
521975.0009,266824.9999,1,1,OUTSIDE OLD SCHOOL HOUSE HIGH STREET B1043
521975.0009,267224.9999,1,0,B1043 HIGH ST OFFORD CLUNY  JW OPEFORD CLOSE
521975.0009,273074.9999,1,0,ON SLIP ROAD AT J23 SPITTLES ROUNDABOUT A14
521975.0009,296024.9999,1,0,A605 STANGROUND WHITTLESEY SIDE OF RDABT
521975.0009,296074.9999,1,0,A605 WHITTLESEY RD JUNCTION A605 CARIDA STANGROUND
522025.0009,272024.9999,1,0,CHRISTIE DRIVE EXACT LOCATION UNKNOWN
522025.0009,272774.9999,1,0,A14 WEST OS MARRIOTT HOTEL HUNTINGDON
522025.0009,272824.9999,1,0,A14 SPITTALS HUNTINGDON
522025.0009,273024.9999,1,0,A14 1850M WEST OF A141 HUNTINGDON R/A
522025.0009,296024.9999,1,0,B1095 MILK AND WATER DROVE JUNCTION A605 WHITTLESEY
522075.0009,267474.9999,1,0,B1043 HIGH ST OUTSIDE NO 218 OFFORD DARCY
522075.0009,272874.9999,1,0,A14 SPITTAL JNCT 23 NR MARRIOT HOTEL EXACT LOC UNCLEAR
522075.0009,300424.9999,1,1,C64 OXNEY RD 300M WEST OF PEARCES RD PETERBOROUGH
522075.0009,302424.9999,1,0,C338 PETERBOROUGH RD EYE  EXACT LOCATION UNKNOWN
522125.0009,252674.9999,1,0,DROVE RD THREE QUARTER MILE N OF HEATH RD GAMLINGAY
522125.0009,272874.9999,1,0,UNDER SPITTALS INTERCHANGE J23 HUNTINGDON A14
522125.0009,272924.9999,1,0,A14 JUNCTION 23
522125.0009,295724.9999,1,0,B1095 RAMSEY RD 300M SOUTH OF A605 TOLL RD PETERBOROUGH
522125.0009,300424.9999,1,0,C64 OXNEY RD 200M WEST OF PEARCES RD AT RHB
522125.0009,300474.9999,1,0,OXNEY RD TWDS PETERBOROUGH NR LORRY YARD
522125.0009,302774.9999,1,0,GEORGE MATTHEWS GARDENS EYE
522175.0009,290174.9999,1,0,"NEW LONG DROVE AT JN WITH UNNAMED, 650M EAST OF BLACK HAM DR"
522175.0009,299374.9999,1,0,STOREYS BAR RD 400M EAST OF EDGERLEY DRAIN RD PETERBOROUGH
522175.0009,305874.9999,1,0,A16 WHITEPOST RD 100M SOUTH OF B1443 THORNEY RD PETERBOROUGH
522175.0009,305924.9999,1,0,A16 30M B1443 PETERBOROUGH APPROACHING ROUNDABOUT
522175.0009,305974.9999,1,0,A16 JUNCTION B1443 PETERBOROUGH
522225.0009,272874.9999,1,0,A14 SPITTALS RDABT JNCT 23 SLIP RD TO EBC HUNTINGDON
522225.0009,299374.9999,1,1,STOREYS BAR RD 480M EAST OF EDGERLEY DRAIN
522225.0009,305924.9999,1,0,A16 SOUTHBOUND WEST OF B1443 THORNEY RD PETERBOROUGH
522225.0009,306024.9999,1,0,A16 NEAR JN WITH THORNEY ROAD B1443
522225.0009,306074.9999,1,0,A16 100M NORTH OF B1443 PETERBOROUGH
522225.0009,306124.9999,1,0,A16 150M NORTH OF B1443 PETERBOROUGH
522275.0009,272774.9999,1,0,73 WESTBOUND CARRIAGEWAY A14 100 METRES EAST OF JUNCTION WIT
522275.0009,272824.9999,1,0,A14 EBC 100M EAST OF SPITTALS INTERCHANGE HUNTINGDON
522275.0009,278324.9999,1,0,B1090 JUNCTION CLAY LANE HUNTINGDON
522275.0009,294974.9999,1,0,B1095 KINGS DELPH DROVE JUNCTION C87 RAMSEY RD PETERBOROUGH
522275.0009,295024.9999,1,0,B1095 10M KINGS DELPH DROVE FACET
522325.0009,271024.9999,1,0,B1514 HUNTINGDON RD 100M SW OF BROMHOLME LANE BRAMPTON
522325.0009,272324.9999,1,0,PARKWAY HUNTINGDON
522325.0009,272774.9999,1,0,A14 EASTBOUND NEAR SPITTALS HUNTINGDON
522325.0009,274224.9999,1,0,ERMINE STREET NEAR JN WITH GREEN END
522325.0009,294774.9999,1,1,FISH FLOAT FARM RAMSEY ROAD B1095
522325.0009,302974.9999,1,0,A16
522375.0009,272724.9999,1,0,A14 WB JCT 23 OFFSLIP A141 SPITTLES WAY HUNTINGDON
522425.0009,271074.9999,1,0,HUNTINGDON ROAD B1514 AT JN WITH BROMHOLME LANE
522425.0009,272724.9999,1,0,A14 EBC SPITTALS SE OF A141 HUNTINGDON
522425.0009,273124.9999,1,0,A141 SPITTALS WAY HUNTINGDON
522425.0009,278374.9999,1,0,RAILWAY BRIDGE STATION ROAD B1090
522425.0009,294274.9999,1,1,B1095 MILK AND WATER DROVE RAMSEY RD KINGS DELPH DROVE
522425.0009,295174.9999,1,0,B1095 RAMSEY RD JUNCTION B1095 MILK AND WATER DROVE
522475.0009,295324.9999,1,0,RAMSEY RD
522475.0009,296174.9999,1,1,A605 TOLL RD PETERBOROUGH
522475.0009,299474.9999,1,0,STOREYS BAR ROAD AT CADDERLEYS DRAIN
522475.0009,301024.9999,1,0,EYEBURY RD PETERBOROUGH
522475.0009,302724.9999,1,1,A1129 HIGH ST OUTSIDE EYE MEDICAL CENTRE EYE
522525.0009,268024.9999,1,1,B1043 OFFORD HILL 500M N OF HIGH ST OFFORD CLUNY
522525.0009,271124.9999,1,0,LAYBY NUNS BRIDGE NEAR JN WITH BRAMPTON ROAD B1514
522525.0009,271874.9999,1,0,PARK RD NEAR HOSPITAL SIDE ENTRANCE HUNTINGDON
522525.0009,278374.9999,1,0,B1090 600M N OF WENNINGTON TURN HUNTINGDON
522525.0009,295324.9999,1,0,MILK AND WATER DROVE
522575.0009,271774.9999,1,0,HINCHINGBROOKE PARK ROAD
522575.0009,271824.9999,1,0,SNOWDONIA WAY HINCHINGBROOK PARK RD HUNTINGDON
522575.0009,273124.9999,1,0,A141 SPITTALS WAY 300M SW  STUKELY RD HUNTINGDON
522575.0009,303024.9999,1,0,A47 JUNCTION EYE PETERBOROUGOH  EXACT LOCATION UNKNOWN
522625.0009,268224.9999,1,0,B1043 B1043
522625.0009,272024.9999,1,0,HINCHINGBROOKE HOSPITAL
522625.0009,301224.9999,1,0,EYEBURY RD 400M NORTH OF OXNEY GRANGEPETERBOROUGH
522625.0009,307674.9999,1,0,A16 1800M NORTH B1443 ROUNDABOUT NORTHBOROUGH
522675.0009,253024.9999,1,0,DROVE RD JUNCTION TETWORTH HILL GAMLINGAY CINQUES
522675.0009,271724.9999,1,0,OUTSIDE HINCHINGBROOKE SCHOOL HINCHINGBROOKE PARK ROAD
522675.0009,302774.9999,1,0,LUKES LANE JUNCTION WITH HIGH STREET
522725.0009,271324.9999,1,0,HUNTINGDON ROAD B1514
522725.0009,302824.9999,1,0,OUTSIDE NO. 35 HIGH STREET - EYE STORES
522775.0009,271674.9999,1,0,HINCHINGBROOKE PARK OUTSIDE THE SCHOOL HUNTINGDON
522775.0009,281274.9999,1,0,RAVELEY ROAD
522825.0009,273174.9999,1,0,A141 HUNTINGDON
522825.0009,301724.9999,1,0,EYEBURY ROAD EYE
522825.0009,303024.9999,1,0,BATH RD NO 84 EYE
522825.0009,303124.9999,1,0,EYE GREEN SERVICE AREA CROWLAND ROAD UNSPECIFIED ROAD OR LOC
522825.0009,303424.9999,1,0,GREEN RD EYE EXACT LOCATION AND DIR OF TRAVEL UNKNOWN
522875.0009,271374.9999,1,1,HINCHINGBROOKE 80M EAST OF BRAMPTON RD HUNTINGDON
522875.0009,271624.9999,1,0,FORCE AREA HINCHINGBROOKE PARK RD ROAD TO INDUSTRIAL EST
522875.0009,293174.9999,1,0,STRIAGHT RD FARCET
522875.0009,293724.9999,1,0,MILK AND WATER DROVE SOUTH OF GOSLINGS DROVE PLOTTED AT GRID
522875.0009,296224.9999,1,0,A605 PETERBOROUGH RD OUTSIDE NEW PETERBOROUGH AUTO
522875.0009,299874.9999,1,0,PEARCES ROAD 200M NORTH STOREYS BAR RD PETERBOROUGH
522875.0009,303224.9999,1,0,A1073 CROWLAND RD JUNCTION A47 MCDONALDS SERVICES PETERBOROU
522875.0009,304274.9999,1,0,A1073 CROWLAND RD PETERBOROUGH
522875.0009,304474.9999,1,0,CROWLAND RD EYE  DETAILS AND EXACT LOCATION NOT AVAILABLE
522925.0009,253124.9999,1,1,DROVE ROAD GAMLINGAY NEAR LAY BY
522925.0009,272224.9999,1,1,A14 WESTBOUND GODMANCHESTER
522925.0009,293724.9999,1,0,B1095 RAMSEY RD PONDERSBRIDGE
522925.0009,296274.9999,1,0,A605 KINGS DELPH OUTSIDE NO 127A WHITTLESEY
522925.0009,299674.9999,1,0,C64 STOREYS BAR RD 60M PEARCES RD PETERBOROUGH
522925.0009,302224.9999,1,0,EYEBURY RD EXACT LOCATION AND DIRECTIONS OF TRAVEL UNKNOWN
522925.0009,303224.9999,1,0,A1073 CROWLAND RD JUNCTION EYE GREEN INDUSTRIES PETERBOROUGH
522925.0009,308124.9999,1,0,A16 BY PASS PETERBOROUGH
522975.0009,272174.9999,1,0,A14 WB 850M PRIOR TO SPITTALS INTERCHANGE HUNTINGDON
522975.0009,273124.9999,1,0,SHELL STUKELEY ROAD B1044 AT JN WITH SPITTALS WAY A141
522975.0009,296274.9999,1,0,A605 KINGS DELPH OS 115 WHITTLESEY
522975.0009,303024.9999,1,0,OUTSIDE HOUSE NUMBER 12 CROWLAND ROAD
522975.0009,304874.9999,1,0,CROWLAND ROAD B1443 100 METRES NORTH OF JUNCTION WITH OAKHUR
523025.0009,251924.9999,1,1,HEATH RD TWDS GAMLINGAY S BENDS
523025.0009,272424.9999,1,0,HAWESWATER JUNCTION WAKE WAY HUNTINGDON
523025.0009,293674.9999,1,0,B1095 NEAR RED CROSS FARM JUNCTION RAMSEY RD
523025.0009,302374.9999,1,0,EYEBURY RD PETERBOROUGH
523025.0009,305074.9999,1,1,CROWLAND ROAD NEAR JN WITH B1443
523075.0009,269124.9999,1,1,B1043 OFFORD ROAD OUTSIDE CORPUS CHRISTI FARM GODMANCESTER
523075.0009,271674.9999,1,0,B1514 BRAMPTON RD JUNCTION SCHOLARS AVE HUNTINGDON
523075.0009,272624.9999,1,0,WERTHEIM WAY OUTSIDE TESCO HUNTINGDON
523075.0009,273924.9999,1,0,WASHINGLEY RD HUNTINGDON EXACT LOC NOT KNOWN NO GRID REF
523075.0009,293124.9999,1,0,WRIGHTS DROVE 25 METRES NORTH OF JUNCTION WITH STRAIGHT DROV
523125.0009,272674.9999,1,0,WENTHIEW WAY PEDESTRIAN CROSSING HUNTINGDON
523125.0009,273324.9999,1,0,SPITTALS WAY A141 JUNCTION WITHSTONEHILL
523125.0009,299424.9999,1,1,PEARCES RD JUNCTION WILLOW HALL LANE NORTHEY RD PETERBOROUGH
523125.0009,303174.9999,1,1,A47 EYE RD 200M CROWLAND RD PETERBOROUGH
523175.0009,259974.9999,1,0,A428 OPPOSITE THE CARE HOME ELTISLEY
523175.0009,262524.9999,1,0,"HIGH STREET, OUTSIDE TOSELAND HALL"
523175.0009,271674.9999,1,0,BRAMPTON RD HUNTINGDON EXACT LOC NOT KNOWN NO GRID REF
523175.0009,272724.9999,1,0,B1044 ERMINE ST JUNCTION WERTHIEM WAY HUNTINGDON
523175.0009,272774.9999,1,0,STUKELEY RD WERTHEIM WAY HUNTINGDON
523175.0009,287874.9999,1,0,B660 LONG DROVE 2500M WEST OF B1040 RAMSEY ST MARY
523175.0009,305574.9999,1,0,A1073 CROWLAND RD 200 YARDS S OF B1443
523175.0009,305624.9999,1,0,A1073 CROWLAND RD 150M SOUTH OF B1443 BUKEHORN RD EYE
523175.0009,305824.9999,1,0,B1443 JUNCTION A1073 TWDS THORNEY
523225.0009,273424.9999,1,0,A141 SPITTALS WAY
523225.0009,305724.9999,1,0,A1073 CROWLAND RD 5M EAST OF CROWLAND RD
523275.0009,272624.9999,1,0,B1044 OUTSIDE NO 41 STUKELEY RD HUNTINGDON
523275.0009,277824.9999,1,1,B1090 STATION RD JUNCTION SAWTRY WAY ABBOTTS RIPTON
523275.0009,293574.9999,1,0,B1095 RAMSEY RD 50M WEST OF WRIGHTS DROVE FARCET
523325.0009,269524.9999,1,0,B1043 OFFORD RD 800M SW OF BERRY LANE GODMANCHESTER
523325.0009,272524.9999,1,0,LIDL STUKELEY ROAD B1044
523325.0009,273774.9999,1,0,SPITTALS WAY A141 15 METRES SOUTH OF JUNCTION WITH WASHINGLE
523325.0009,273924.9999,1,0,A141 SPITTALS WAY 100M N OF WASHINGLEY WAY HUNTINGDON
523325.0009,306574.9999,1,1,A1073 CROWLAND RD HALF MILE NORTH OF MASONS BRIDGE
523325.0009,306674.9999,1,0,STEAM HOUSE FARM PETERBOROUGH ROAD
523375.0009,259974.9999,1,0,A428 CROXTON
523375.0009,271974.9999,1,0,EDISON BELL WAY
523375.0009,272424.9999,1,0,ERMINE ST JUNCTION ST PETERS RD HUNTINGDON
523375.0009,296424.9999,1,0,A605 OS MURFITTS YARD
523425.0009,272224.9999,1,0,11D SAYER STREET
523425.0009,272424.9999,1,0,NEAR QUICK-FIT ST PETERS ROAD PEDESTRIAN CROSSING UNSPECIFIE
523425.0009,296424.9999,1,0,PETERBOROUGH ROAD A605 40 METRES EAST OF JUNCTION WITH NARRO
523475.0009,269674.9999,1,0,B1043 WEST ST GODMANCHESTER  SWEEPING RIGHT HAND BEND
523475.0009,298424.9999,1,1,NORTHNEY RD 10M NORTH NORTH BANK WHITTLESEY
523475.0009,298474.9999,1,0,NORTHEY RD JUNCTION PRIVATE RD 50M FROM NORTH BRIDGE
523525.0009,262524.9999,1,0,TOSELAND ROAD
523525.0009,269724.9999,1,0,B1043 OFFORD RD 508M WEST OF BERRY LANE GODMANCHESTER
523525.0009,272674.9999,1,0,ST PETERS RD HUNTINGDON EXACT LOCATION UNKNOWN
523575.0009,272074.9999,1,0,B1514 ST JOHNS ST JUNCTION B1044 ERMINE ST HUNTINGDON
523575.0009,272274.9999,1,0,GREAT NORTHERN ST OS CHARLES HICKS CENTRE
523575.0009,272374.9999,1,0,WALNUT TREE DRIVE
523575.0009,272774.9999,1,0,ST PETERS RD SERVICE RD HDON LEISURE
523625.0009,252924.9999,1,0,B1040 600M NORTH OF MANOR RD GAMLINGAY AT RHB LOC UNCLEAR
523625.0009,271874.9999,1,0,B1514 ST JOHNS ST 60M NORTH OF GEORGE ST HUNTINGDON
523625.0009,271924.9999,1,0,ST JOHNS STREET B1514 NEAR JN WITH GEORGE STREET
523625.0009,272074.9999,1,0,HIGH STREET
523625.0009,281674.9999,1,0,C109 600M EAST OF LODGE FARM WOODWALTON
523675.0009,252874.9999,1,0,B1040 WARESLEY RD JUNCTION GAMLINGAY RD
523675.0009,271774.9999,1,0,B1514 GEORGE ST OUTSIDE NO 8 HUNTINGDON
523675.0009,272874.9999,1,1,SCHOOL ST PETERS ROAD AT JN WITH ST PETERS ROAD
523725.0009,251724.9999,1,1,B1040 POTTON RD 50M SOUTH OF STOCKS LANE GAMLINGAY
523725.0009,252224.9999,1,0,MILL ST OS 15 GAMLINGAY
523725.0009,252524.9999,1,0,B1040 WARESLEY RD 10M SOUTH GRAYS ROAD GAMLINGAY
523725.0009,262524.9999,1,0,HIGH STREET NEAR JN WITH TOSELAND ROAD
523725.0009,271724.9999,1,0,B1514 RING RD JUNCTION WALDEN RD HUNTINGDON
523725.0009,271824.9999,1,0,B1514 GEORGE ST JUNCTION THE WALKS HUNTINGDON
523725.0009,271924.9999,1,0,91 HIGH STREET
523725.0009,272124.9999,1,0,CROMWELL WALK OPP TO  ASHTON GARDENS HUNTINGDON
523725.0009,273024.9999,1,0,ST PETERS RD JUNCTION PENFOLD COURT HUNTINGDON
523725.0009,296724.9999,1,1,A605 KINGS DYKE AT FIELDS END BRIDGE WHITTLESEY
523775.0009,271624.9999,1,0,B154 WALDEN RD 200M SOUTH OF B1514 GEORGE ST HUNTINGDON
523775.0009,272374.9999,1,0,LAMMAS GARDENS
523775.0009,273274.9999,1,0,C115 ST PETERS RD JUNCTION WINDOVER RD HUNTINGDON
523775.0009,277024.9999,1,0,ABBOTS RIPTON RD HUNTINGDON
523825.0009,272124.9999,1,0,CROMWELL WALK
523825.0009,273674.9999,1,0,ST PETERS RD JCT CLIFTON RD HUNTINGDON EXACT ENT TO JCT UK
523825.0009,298474.9999,1,1,NORTH BANK 350M EAST OF NORTHEY ROAD NEAR LAY BY
523875.0009,252324.9999,1,0,C179 CHURCH ST OS 27 NR COOP GAMLINGAY
523875.0009,269924.9999,1,1,JUST SOUTH OF OFFORD ROAD B1043 BERRY LANE
523875.0009,271474.9999,1,0,CASTLE HILLS JUNCTION MILL COMMON HUNTINGDON
523875.0009,271574.9999,1,0,PRINCES STREET HUNTINGDON
523875.0009,271674.9999,1,0,PRINCES STREET JUNCTION WAITROSE HUNTINGDON
523875.0009,293424.9999,1,0,B1095 RAMSEY RD 100M WEST OF PLOUGH FARCET
523925.0009,252124.9999,1,0,STOCKS LANE 50 YDS CHURCH LANE EXACT DETAILS NOT KNOWN
523925.0009,271524.9999,1,0,CASTLE MOAT RD JUNCTION ST MARYS HUNTINGDON
523925.0009,271574.9999,1,0,ST MARYS ST AND CENTERNARY HOUSE AND NO 3
523925.0009,271924.9999,1,0,ST GERMAIN ST OS SAINSBURY HUNTINGDON
523925.0009,272074.9999,1,0,B1514 BROOKSIDE 50M WEST OF COWPER RD HUNTINGDON
523925.0009,274124.9999,1,0,C115 ST PETERS RD JUNCTION TOWER FIELDS HUNTINGDON
523925.0009,274224.9999,1,0,TESCO ST PETERS ROAD  30M SOUTH KINGS RIPTON ROAD
523925.0009,296824.9999,1,1,A605 WHITTLESEY RD 163 165 WHITTLESEY
523925.0009,303274.9999,1,1,THORNEY ROAD BEND BEFORE JNCT WITH A47 THORNEY RD
523975.0009,252324.9999,1,0,C179 CHURCH ST OUTSIDE NO 62 JUNCTION STOCKS LANE GAMLINGAY
523975.0009,271424.9999,1,0,A14 EASTBOUND CWAY 1750M WEST OF A14 JUNCTION 24 HUNTINGDON
523975.0009,273124.9999,1,0,REDWONGS WAY 10M WEST OF SALLOWBUSH RD HUNTINGDON
523975.0009,274224.9999,1,0,TESCO ABBOTS RIPTON ROAD
523975.0009,288124.9999,1,0,B660 LONG DROVE HOLME EXACT LOCATION NOT KNOWN
523975.0009,293374.9999,1,0,B1095 RAMSEY RD FARCET OUTSIDE THE PLOUGH
523975.0009,296874.9999,1,1,A605 100 METRES WEST OF JUNCTION WITH FUNTHANS LANE
524025.0009,272024.9999,1,0,B1514 RING RD BROOKSIDE 4M EAST OF ST GERMAIN ST HUNTINGDON
524025.0009,272724.9999,1,0,AMBURY RD FOOTPATH NEAR CALIFORNIA ROAD HUNTINGDON
524025.0009,272774.9999,1,0,BERNARD CLOSE AT JN WITH SALLOWBUSH ROAD
524025.0009,273074.9999,1,0,ELM CLOSE HUNTINGDON EXACT LOCATION UNKNOWN
524025.0009,274374.9999,1,0,A141 HUNTINGDON BY PASS 100M EAST OF HUNTINGDON RD HUNTINGDO
524025.0009,288124.9999,1,0,B660 LONG DROVE RAMSEY SAINT MARY
524075.0009,271624.9999,1,0,ST MARYS ST JUNCTION HIGH ST HUNTINGDON
524075.0009,271774.9999,1,0,TRINITY PLACE JUNCTION HARTFORD RD HUNTINGDON
524075.0009,273974.9999,1,0,KINGS RIPTON RD 150M WEST OF ST PETERS RD HUNTINGDON
524075.0009,274374.9999,1,0,A141 WBC BET KINGS RIPTON RD NR ST PETERS RD HUNTINGDO
524075.0009,296924.9999,1,0,A605 KINGS DELPH NR RAILWAY CROSSING WHITTLESEY
524125.0009,260124.9999,1,0,A428 300M WEST GRAVELEY ROAD
524125.0009,271624.9999,1,1,HIGH STREET OUTSIDE PRIMA BAR RESTAURANT (LOCATION FROM FILE
524125.0009,271774.9999,1,0,HARTFORD RD 10M NORTH OF INGRAM ST HUNTINGDON OS NO 23
524125.0009,271824.9999,1,0,ST GERMAIN WALK JUNCTION CAR PARK SAINSBURY HUNTINGDON
524125.0009,271924.9999,1,0,ST GERMAIN WALK OUTSIDE SAINSBURYS HUNTINGDON
524125.0009,271974.9999,1,0,NURSERY RD RING RD OS SAINSBURY GARAGE
524125.0009,272524.9999,1,0,HORSE COMMON CLOSE BEHIND HUNTINGDON PRIMARY SCHOOL
524175.0009,271824.9999,1,0,HARTFORD ROAD JUNCTION  EUSTON STREET
524175.0009,272774.9999,1,0,CALIFORNIA RD 25M SW OF MAULE CLOSE HUNTINGDON
